id,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code
58368,Ca,4.7,75000,1680.0,158.0,126.0,878
58369,Mi,4.8,57000,1260.0,85.0,74.0,750
58370,Ca,5.3,75000,1750.0,158.0,132.0,103
58371,Mi,5.7,57000,1270.0,93.0,72.0,752
58372,Tx,4.3,61000,1590.0,110.0,95.0,942
58373,Va,3.8,74000,1610.0,133.0,104.0,674
58374,In,4.1,55000,1230.0,92.0,75.0,276
58375,Wa,4.6,78000,1920.0,160.0,127.0,611
58376,Nj,5.0,82000,1880.0,135.0,110.0,182
58377,Ny,5.0,72000,1630.0,130.0,109.0,815
58378,Pa,4.5,61000,1520.0,97.0,88.0,492
58379,Tx,4.2,61000,1270.0,112.0,95.0,704
58380,Tx,3.8,61000,1320.0,104.0,82.0,644
58381,Mi,5.4,57000,1390.0,100.0,82.0,599
58382,Nj,5.6,82000,1950.0,137.0,115.0,950
58383,Ny,5.0,72000,1680.0,135.0,108.0,197
58384,Fl,5.2,55000,1090.0,118.0,99.0,314
58385,Ny,5.6,72000,1960.0,143.0,125.0,646
58386,Tx,3.9,61000,1310.0,110.0,88.0,986
58387,Ny,5.3,72000,1930.0,141.0,113.0,227
58388,Ga,4.0,58000,1400.0,101.0,87.0,957
58389,Tn,3.5,53000,1200.0,104.0,80.0,486
58390,Ma,4.1,81000,1820.0,138.0,109.0,546
58391,Nj,5.3,82000,1890.0,131.0,119.0,114
58392,Ca,5.8,75000,1490.0,165.0,125.0,951
58393,Ny,5.1,72000,1500.0,134.0,115.0,489
58394,Tx,4.4,61000,1350.0,98.0,83.0,847
58395,Ny,4.7,72000,1890.0,146.0,110.0,480
58396,Va,3.9,74000,1780.0,117.0,102.0,375
58397,Pa,5.3,61000,1460.0,90.0,78.0,151
58398,Ny,5.1,72000,1530.0,143.0,119.0,602
58399,Mo,4.2,55000,1140.0,100.0,86.0,374
58400,Fl,5.3,55000,1580.0,107.0,85.0,105
58401,Oh,5.1,56000,1270.0,87.0,76.0,379
58402,Nc,4.7,54000,1260.0,115.0,92.0,327
58403,Oh,4.7,56000,1530.0,96.0,69.0,703
58404,Ga,4.4,58000,1290.0,101.0,75.0,212
58405,Ny,5.0,72000,1670.0,138.0,103.0,272
58406,Oh,4.7,56000,1300.0,90.0,84.0,730
58407,Md,4.2,84000,2010.0,129.0,116.0,599
58408,Tx,4.0,61000,1350.0,102.0,87.0,581
58409,Ca,5.5,75000,1690.0,168.0,128.0,553
58410,Ca,6.1,75000,1710.0,165.0,121.0,504
58411,Mi,5.9,57000,1420.0,92.0,76.0,932
58412,Ga,3.8,58000,1330.0,111.0,89.0,274
58413,Mo,4.4,55000,1400.0,92.0,64.0,700
58414,Fl,4.4,55000,1210.0,118.0,103.0,589
58415,Tx,4.5,61000,1280.0,94.0,83.0,773
58416,Md,4.5,84000,1910.0,120.0,106.0,548
58417,Mi,5.7,57000,1450.0,94.0,86.0,120
58418,Ma,4.3,81000,1900.0,142.0,115.0,195
58419,Fl,4.6,55000,1360.0,114.0,84.0,416
58420,Tx,3.7,61000,1600.0,105.0,84.0,345
58421,Ny,5.1,72000,1650.0,135.0,108.0,391
58422,Tn,4.2,53000,1140.0,106.0,78.0,299
58423,Il,5.5,65000,1570.0,103.0,82.0,582
58424,Tx,4.5,61000,1410.0,104.0,92.0,567
58425,In,4.2,55000,1430.0,100.0,87.0,614
58426,Ny,4.9,72000,1800.0,139.0,114.0,406
58427,Mo,3.6,55000,1400.0,98.0,83.0,892
58428,Pa,5.0,61000,1640.0,90.0,75.0,816
58429,Nc,4.0,54000,1390.0,112.0,91.0,663
58430,Ca,5.6,75000,1720.0,164.0,123.0,577
58431,Il,5.2,65000,1280.0,109.0,79.0,359
58432,Tn,4.0,53000,1270.0,110.0,86.0,880
58433,Ca,5.6,75000,1600.0,157.0,125.0,710
58434,Ca,5.2,75000,1610.0,161.0,120.0,301
58435,Ca,5.2,75000,1830.0,162.0,128.0,214
58436,Il,5.2,65000,1600.0,111.0,91.0,911
58437,Tx,4.0,61000,1600.0,104.0,92.0,692
58438,Va,4.1,74000,1680.0,135.0,110.0,533
58439,Ga,3.8,58000,1400.0,104.0,86.0,929
58440,Fl,5.1,55000,1210.0,103.0,89.0,241
58441,Ca,5.3,75000,1640.0,155.0,115.0,525
58442,Tx,4.5,61000,1340.0,111.0,85.0,338
58443,Pa,3.9,61000,1370.0,96.0,84.0,719
58444,Il,4.9,65000,1330.0,99.0,89.0,387
58445,Pa,4.6,61000,1790.0,99.0,75.0,455
58446,Pa,5.2,61000,1620.0,97.0,78.0,474
58447,Tx,4.0,61000,1540.0,94.0,78.0,944
58448,Wi,4.0,60000,1360.0,84.0,75.0,288
58449,Ma,4.2,81000,1940.0,140.0,117.0,593
58450,In,3.8,55000,1190.0,96.0,86.0,544
58451,Tn,4.4,53000,1300.0,96.0,91.0,777
58452,Tx,4.5,61000,1440.0,106.0,87.0,531
58453,Md,4.1,84000,2020.0,127.0,106.0,474
58454,Tx,4.5,61000,1370.0,110.0,98.0,813
58455,Tx,4.4,61000,1430.0,93.0,87.0,606
58456,Ca,5.7,75000,1780.0,165.0,133.0,640
58457,Fl,4.7,55000,1340.0,113.0,88.0,391
58458,Tx,4.5,61000,1380.0,118.0,91.0,874
58459,Tx,4.2,61000,1490.0,104.0,87.0,984
58460,Ny,4.7,72000,1820.0,138.0,116.0,420
58461,Ca,5.9,75000,1730.0,152.0,130.0,885
58462,Tx,4.1,61000,1420.0,110.0,93.0,337
58463,Md,4.0,84000,2070.0,138.0,119.0,833
58464,Ny,5.5,72000,2030.0,142.0,103.0,778
58465,Ca,5.5,75000,1580.0,161.0,135.0,593
58466,Ma,4.2,81000,1840.0,140.0,119.0,527
58467,Pa,4.1,61000,1420.0,93.0,82.0,374
58468,Ny,5.1,72000,1550.0,137.0,113.0,482
58469,Mo,4.2,55000,1320.0,101.0,78.0,453
58470,Mo,4.8,55000,1230.0,97.0,76.0,651
58471,Az,5.2,58000,1270.0,115.0,94.0,391
58472,Md,4.1,84000,1900.0,140.0,115.0,921
58473,Fl,4.9,55000,1370.0,116.0,91.0,262
58474,Tx,4.2,61000,1540.0,113.0,97.0,782
58475,Wi,4.0,60000,1550.0,106.0,90.0,758
58476,Ca,5.7,75000,1710.0,156.0,120.0,266
58477,Tx,4.1,61000,1460.0,105.0,88.0,718
58478,Ca,5.5,75000,1670.0,157.0,128.0,440
58479,Ca,5.8,75000,1930.0,164.0,126.0,969
58480,Fl,4.9,55000,1200.0,112.0,91.0,334
58481,Mo,3.5,55000,1140.0,91.0,79.0,266
58482,Oh,4.9,56000,1310.0,89.0,88.0,745
58483,Wi,4.5,60000,1440.0,92.0,74.0,549
58484,Pa,4.9,61000,1370.0,87.0,84.0,675
58485,Oh,4.2,56000,1390.0,87.0,80.0,935
58486,Nj,5.4,82000,1820.0,141.0,113.0,383
58487,Tx,4.5,61000,1370.0,102.0,87.0,104
58488,In,4.5,55000,1390.0,94.0,72.0,939
58489,Ny,4.7,72000,1770.0,131.0,106.0,229
58490,Il,5.0,65000,1420.0,113.0,92.0,365
58491,Tn,4.5,53000,1100.0,103.0,78.0,489
58492,Az,4.8,58000,1270.0,117.0,99.0,764
58493,Tx,4.2,61000,1340.0,101.0,87.0,648
58494,Ca,5.3,75000,1820.0,160.0,123.0,714
58495,Nj,5.1,82000,2020.0,133.0,125.0,195
58496,Ca,5.8,75000,1850.0,158.0,128.0,832
58497,Tx,4.1,61000,1660.0,99.0,88.0,282
58498,Tx,4.5,61000,1450.0,114.0,97.0,137
58499,Ga,4.0,58000,1200.0,101.0,80.0,795
58500,Wa,5.3,78000,1700.0,152.0,115.0,377
58501,Nc,4.4,54000,1410.0,104.0,83.0,566
58502,Fl,4.2,55000,1650.0,108.0,87.0,168
58503,Va,2.9,74000,1810.0,128.0,102.0,710
58504,Il,5.4,65000,1580.0,86.0,76.0,599
58505,Fl,5.2,55000,1620.0,116.0,92.0,567
58506,Ga,3.9,58000,1450.0,105.0,85.0,605
58507,Tn,3.7,53000,1150.0,97.0,71.0,989
58508,Ca,5.6,75000,1700.0,156.0,109.0,405
58509,Nj,5.2,82000,1970.0,138.0,110.0,521
58510,Oh,4.7,56000,1330.0,85.0,67.0,748
58511,Mo,4.0,55000,1200.0,98.0,84.0,481
58512,Ca,5.5,75000,1590.0,151.0,122.0,265
58513,Wa,4.9,78000,1750.0,148.0,125.0,790
58514,Az,5.1,58000,1300.0,103.0,82.0,484
58515,Az,4.8,58000,1510.0,117.0,88.0,403
58516,Nc,4.1,54000,1440.0,115.0,91.0,147
58517,Ny,5.2,72000,1800.0,136.0,104.0,853
58518,Wa,5.3,78000,2040.0,157.0,119.0,714
58519,Mo,3.7,55000,1350.0,89.0,77.0,440
58520,Ca,5.5,75000,1800.0,155.0,119.0,450
58521,Pa,4.6,61000,1520.0,90.0,84.0,252
58522,Oh,4.5,56000,1380.0,91.0,76.0,681
58523,Ny,5.1,72000,1530.0,133.0,107.0,631
58524,Tn,4.0,53000,1280.0,106.0,88.0,448
58525,Nj,5.3,82000,1920.0,129.0,110.0,255
58526,Nc,4.2,54000,1410.0,114.0,83.0,179
58527,Nc,3.5,54000,1210.0,111.0,96.0,123
58528,Tx,4.2,61000,1370.0,106.0,86.0,204
58529,Tx,4.3,61000,1290.0,102.0,85.0,875
58530,Va,3.7,74000,1950.0,130.0,113.0,295
58531,Mi,5.3,57000,1250.0,90.0,90.0,222
58532,Nj,5.6,82000,1940.0,140.0,115.0,671
58533,Ga,4.4,58000,1380.0,102.0,85.0,965
58534,Wa,5.1,78000,1790.0,144.0,118.0,297
58535,Az,4.8,58000,1530.0,114.0,83.0,463
58536,Mi,5.6,57000,1340.0,95.0,80.0,883
58537,Tx,4.0,61000,1400.0,108.0,81.0,872
58538,Oh,4.8,56000,1530.0,89.0,73.0,558
58539,Mi,5.8,57000,1310.0,97.0,82.0,298
58540,Wa,4.4,78000,1770.0,149.0,123.0,577
58541,Oh,4.1,56000,1350.0,83.0,68.0,574
58542,Va,4.5,74000,1690.0,119.0,96.0,570
58543,Va,4.1,74000,1750.0,129.0,102.0,692
58544,Tx,4.2,61000,1550.0,100.0,79.0,499
58545,Wi,4.5,60000,1430.0,99.0,83.0,182
58546,Fl,4.9,55000,1150.0,118.0,98.0,778
58547,Nj,5.0,82000,1880.0,136.0,117.0,345
58548,Tx,3.9,61000,1230.0,102.0,81.0,289
58549,Ga,3.9,58000,1410.0,110.0,99.0,950
58550,Tn,3.9,53000,1320.0,101.0,79.0,709
58551,Mo,4.2,55000,1380.0,95.0,72.0,130
58552,Fl,4.4,55000,1380.0,113.0,92.0,877
58553,Az,4.7,58000,1430.0,114.0,93.0,462
58554,Il,4.9,65000,1440.0,100.0,80.0,773
58555,Ny,5.3,72000,1760.0,135.0,107.0,756
58556,Az,4.2,58000,1260.0,112.0,92.0,109
58557,Ma,3.9,81000,1760.0,144.0,117.0,582
58558,Pa,4.5,61000,1550.0,85.0,69.0,357
58559,Pa,4.8,61000,1470.0,90.0,75.0,735
58560,Ga,4.3,58000,1400.0,113.0,100.0,694
58561,Ca,5.3,75000,1810.0,161.0,124.0,584
58562,Fl,4.7,55000,1240.0,113.0,100.0,581
58563,Ca,5.9,75000,1730.0,157.0,118.0,532
58564,Tn,3.7,53000,1210.0,119.0,93.0,529
58565,Tn,4.1,53000,1090.0,108.0,78.0,324
58566,Tx,3.8,61000,1440.0,101.0,90.0,699
58567,In,4.4,55000,1310.0,102.0,81.0,315
58568,Wi,4.4,60000,1320.0,100.0,75.0,937
58569,Ny,5.1,72000,1790.0,139.0,118.0,277
58570,Il,5.1,65000,1620.0,101.0,96.0,132
58571,Pa,4.4,61000,1760.0,94.0,84.0,658
58572,Fl,5.0,55000,1360.0,115.0,94.0,246
58573,Pa,4.2,61000,1550.0,93.0,70.0,165
58574,Va,4.4,74000,1980.0,123.0,97.0,708
58575,Nj,4.8,82000,1750.0,139.0,116.0,594
58576,Tx,4.7,61000,1630.0,96.0,75.0,157
58577,Fl,4.4,55000,1200.0,115.0,89.0,132
58578,Wa,4.2,78000,1780.0,151.0,120.0,316
58579,Fl,4.9,55000,1310.0,123.0,101.0,389
58580,In,4.2,55000,1260.0,87.0,71.0,234
58581,Tx,3.8,61000,1370.0,113.0,86.0,316
58582,Pa,3.7,61000,1440.0,83.0,74.0,460
58583,Ca,5.6,75000,1910.0,164.0,129.0,734
58584,Pa,4.4,61000,1340.0,87.0,68.0,427
58585,Ca,5.4,75000,1690.0,155.0,112.0,842
58586,Md,4.4,84000,2170.0,135.0,114.0,692
58587,In,4.5,55000,1350.0,97.0,82.0,383
58588,Fl,5.0,55000,1220.0,119.0,92.0,952
58589,Pa,4.3,61000,1430.0,90.0,79.0,645
58590,Oh,4.3,56000,1310.0,92.0,74.0,963
58591,Oh,5.1,56000,1320.0,92.0,75.0,429
58592,Ca,5.8,75000,1460.0,165.0,122.0,148
58593,Nc,3.9,54000,1200.0,111.0,87.0,874
58594,Md,4.3,84000,2210.0,136.0,121.0,507
58595,Tn,3.9,53000,1270.0,111.0,86.0,302
58596,Fl,5.2,55000,1170.0,119.0,92.0,412
58597,Ga,4.2,58000,1280.0,96.0,74.0,496
58598,Ca,5.6,75000,1810.0,159.0,123.0,561
58599,Az,4.7,58000,1330.0,117.0,96.0,785
58600,Az,4.9,58000,1270.0,117.0,96.0,692
58601,Ca,5.9,75000,1610.0,159.0,124.0,762
58602,Ma,4.6,81000,1750.0,149.0,125.0,982
58603,Tx,3.9,61000,1410.0,97.0,81.0,371
58604,Va,4.1,74000,1800.0,125.0,111.0,310
58605,Ma,4.0,81000,2080.0,149.0,120.0,881
58606,Ca,6.0,75000,1760.0,158.0,123.0,455
58607,Fl,5.1,55000,1270.0,120.0,86.0,864
58608,Fl,5.3,55000,1310.0,117.0,89.0,844
58609,Pa,3.8,61000,1510.0,100.0,74.0,777
58610,Nc,4.3,54000,1400.0,110.0,84.0,784
58611,Va,3.6,74000,1650.0,125.0,101.0,378
58612,Il,5.3,65000,1650.0,102.0,84.0,918
58613,Pa,3.9,61000,1510.0,96.0,80.0,182
58614,Va,3.6,74000,1960.0,125.0,101.0,102
58615,Oh,5.0,56000,1320.0,98.0,73.0,872
58616,Wa,4.9,78000,1820.0,149.0,121.0,429
58617,Pa,4.7,61000,1270.0,91.0,81.0,822
58618,Nj,4.9,82000,1780.0,138.0,119.0,998
58619,Pa,4.3,61000,1450.0,96.0,79.0,180
58620,Ny,4.7,72000,1990.0,132.0,98.0,772
58621,Va,3.9,74000,1710.0,125.0,101.0,128
58622,Ma,4.2,81000,1810.0,145.0,124.0,794
58623,Ny,4.6,72000,1720.0,138.0,108.0,142
58624,Ny,5.3,72000,1860.0,137.0,112.0,979
58625,Ga,4.0,58000,1340.0,104.0,90.0,556
58626,Wa,4.7,78000,1840.0,157.0,123.0,588
58627,Oh,4.8,56000,1530.0,93.0,82.0,165
58628,Oh,4.5,56000,1220.0,82.0,75.0,643
58629,Fl,5.1,55000,1920.0,114.0,92.0,980
58630,Ca,5.5,75000,1650.0,157.0,120.0,834
58631,Oh,4.0,56000,1230.0,86.0,78.0,911
58632,Ca,5.3,75000,1720.0,157.0,124.0,686
58633,Md,4.4,84000,1830.0,138.0,112.0,969
58634,Pa,4.2,61000,1670.0,106.0,87.0,725
58635,Ny,5.0,72000,1870.0,140.0,115.0,364
58636,Fl,5.2,55000,1400.0,111.0,92.0,538
58637,Ny,5.1,72000,2030.0,153.0,118.0,585
58638,Az,4.9,58000,1320.0,106.0,78.0,568
58639,Pa,4.6,61000,1500.0,98.0,89.0,470
58640,Oh,4.5,56000,1180.0,90.0,73.0,497
58641,Mi,5.0,57000,1240.0,101.0,90.0,929
58642,Ca,5.1,75000,1850.0,153.0,119.0,506
58643,Az,4.3,58000,1340.0,111.0,86.0,602
58644,In,3.6,55000,1320.0,99.0,82.0,959
58645,Il,5.3,65000,1540.0,110.0,91.0,463
58646,Mo,4.2,55000,1450.0,95.0,77.0,655
58647,Ca,5.3,75000,1740.0,162.0,124.0,607
58648,Ca,5.4,75000,1720.0,160.0,123.0,456
58649,Mi,6.3,57000,1190.0,98.0,71.0,976
58650,Nc,4.7,54000,1480.0,117.0,90.0,110
58651,Mi,5.2,57000,1600.0,97.0,80.0,161
58652,Oh,4.8,56000,1250.0,89.0,75.0,936
58653,In,3.9,55000,1420.0,94.0,76.0,627
58654,Ca,5.3,75000,1590.0,162.0,134.0,592
58655,Ca,5.4,75000,1770.0,162.0,117.0,754
58656,Ma,4.2,81000,1960.0,142.0,115.0,202
58657,Ca,5.2,75000,1810.0,153.0,119.0,584
58658,Nc,4.3,54000,1120.0,111.0,95.0,809
58659,Pa,4.4,61000,1530.0,83.0,73.0,363
58660,Tx,4.0,61000,1290.0,105.0,91.0,896
58661,Az,4.5,58000,1290.0,121.0,103.0,121
58662,Nc,4.4,54000,1190.0,110.0,91.0,759
58663,Ma,4.0,81000,2150.0,148.0,123.0,973
58664,Oh,4.7,56000,1440.0,90.0,83.0,517
58665,Tx,4.1,61000,1370.0,102.0,86.0,478
58666,Oh,4.8,56000,1200.0,95.0,89.0,213
58667,Ny,4.9,72000,1760.0,137.0,105.0,215
58668,Ca,5.4,75000,1710.0,158.0,122.0,587
58669,Wi,4.1,60000,1500.0,109.0,97.0,889
58670,Oh,5.1,56000,1400.0,94.0,73.0,192
58671,Md,4.7,84000,2140.0,129.0,104.0,184
58672,Fl,5.1,55000,1390.0,115.0,98.0,923
58673,Tx,4.1,61000,1370.0,113.0,90.0,388
58674,Ca,5.4,75000,1790.0,156.0,122.0,410
58675,Va,3.9,74000,1790.0,122.0,103.0,179
58676,Tx,3.8,61000,1430.0,104.0,84.0,632
58677,Wa,4.8,78000,1720.0,155.0,128.0,865
58678,Tx,4.0,61000,1490.0,103.0,81.0,919
58679,Nj,5.2,82000,2010.0,136.0,110.0,766
58680,Ca,5.7,75000,1680.0,154.0,125.0,696
58681,Ga,4.0,58000,1380.0,110.0,98.0,681
58682,Ma,4.2,81000,1800.0,150.0,119.0,816
58683,Ca,5.5,75000,2120.0,157.0,125.0,276
58684,Ga,4.2,58000,1340.0,100.0,77.0,269
58685,Il,5.3,65000,1350.0,99.0,83.0,609
58686,Wi,4.3,60000,1400.0,98.0,79.0,636
58687,Ny,5.5,72000,1720.0,144.0,122.0,561
58688,Az,4.5,58000,1370.0,115.0,89.0,331
58689,Ga,3.5,58000,1220.0,107.0,88.0,725
58690,Mo,4.5,55000,1340.0,92.0,77.0,815
58691,Md,4.4,84000,1820.0,128.0,106.0,111
58692,Tx,4.2,61000,1630.0,102.0,84.0,925
58693,Ca,5.7,75000,1890.0,163.0,123.0,756
58694,Fl,5.1,55000,1260.0,115.0,91.0,485
58695,Mi,5.3,57000,1410.0,95.0,75.0,369
58696,Md,4.8,84000,2000.0,131.0,111.0,910
58697,In,4.5,55000,1250.0,97.0,78.0,831
58698,Nc,4.7,54000,1350.0,106.0,88.0,502
58699,Ga,4.0,58000,1370.0,107.0,82.0,978
58700,Fl,4.5,55000,1450.0,118.0,93.0,838
58701,Fl,4.8,55000,1400.0,114.0,95.0,363
58702,Nc,3.7,54000,1310.0,111.0,100.0,738
58703,Oh,4.3,56000,1330.0,88.0,75.0,855
58704,Nj,5.6,82000,1730.0,134.0,119.0,477
58705,Mi,5.7,57000,1580.0,88.0,80.0,979
58706,Az,4.7,58000,1530.0,114.0,94.0,493
58707,Ca,5.6,75000,1770.0,155.0,114.0,616
58708,Tn,3.5,53000,1500.0,104.0,65.0,377
58709,Tn,3.9,53000,1030.0,105.0,77.0,378
58710,Fl,4.9,55000,1180.0,122.0,92.0,287
58711,Ca,5.1,75000,1820.0,153.0,114.0,295
58712,Ga,4.2,58000,1640.0,109.0,87.0,787
58713,Va,3.7,74000,1650.0,125.0,108.0,701
58714,Md,4.7,84000,2290.0,137.0,113.0,975
58715,Wi,4.5,60000,1630.0,102.0,74.0,902
58716,Pa,4.5,61000,1420.0,91.0,73.0,724
58717,Md,4.4,84000,2070.0,138.0,119.0,196
58718,In,3.9,55000,1220.0,86.0,79.0,237
58719,In,4.0,55000,1380.0,85.0,79.0,731
58720,Nj,5.4,82000,1950.0,132.0,113.0,230
58721,Pa,4.5,61000,1590.0,92.0,84.0,495
58722,Il,5.6,65000,1560.0,96.0,80.0,351
58723,Ca,5.2,75000,1700.0,150.0,126.0,275
58724,Ga,4.2,58000,1570.0,112.0,94.0,766
58725,Ca,5.8,75000,1940.0,167.0,134.0,158
58726,Ca,5.4,75000,1930.0,141.0,109.0,335
58727,Il,4.7,65000,1640.0,95.0,86.0,627
58728,Ca,5.5,75000,1870.0,163.0,123.0,793
58729,Tx,4.5,61000,1560.0,108.0,93.0,393
58730,Tx,4.2,61000,1420.0,113.0,90.0,211
58731,Wi,3.7,60000,1340.0,108.0,92.0,912
58732,Il,5.1,65000,1400.0,111.0,95.0,756
58733,Ca,5.4,75000,1880.0,162.0,122.0,126
58734,Pa,4.2,61000,1560.0,99.0,79.0,329
58735,Mi,5.3,57000,1540.0,90.0,80.0,462
58736,Nj,5.0,82000,2200.0,132.0,113.0,801
58737,In,3.8,55000,1210.0,92.0,78.0,443
58738,Nj,4.4,82000,2300.0,135.0,112.0,832
58739,Fl,4.8,55000,1230.0,112.0,87.0,454
58740,Ca,5.6,75000,1750.0,163.0,118.0,890
58741,Tx,4.0,61000,1370.0,100.0,85.0,594
58742,Ma,4.2,81000,2190.0,142.0,115.0,508
58743,Ga,4.2,58000,1490.0,100.0,81.0,697
58744,Fl,4.0,55000,1380.0,116.0,89.0,205
58745,Mi,5.7,57000,1300.0,95.0,78.0,876
58746,Mo,4.3,55000,1300.0,98.0,84.0,914
58747,Fl,4.6,55000,1250.0,114.0,98.0,477
58748,Ny,5.2,72000,1720.0,131.0,110.0,303
58749,Ma,4.4,81000,2140.0,143.0,129.0,532
58750,Mo,4.6,55000,1350.0,92.0,85.0,804
58751,Az,4.8,58000,1450.0,105.0,83.0,424
58752,In,4.3,55000,1280.0,100.0,81.0,361
58753,Mo,4.3,55000,1240.0,96.0,77.0,286
58754,Oh,4.2,56000,1350.0,82.0,68.0,502
58755,Il,4.7,65000,1440.0,104.0,91.0,280
58756,Wi,4.5,60000,1440.0,105.0,85.0,485
58757,Tx,3.9,61000,1300.0,113.0,94.0,564
58758,Mi,5.5,57000,1420.0,97.0,86.0,913
58759,Wi,4.6,60000,1690.0,98.0,78.0,882
58760,Nc,4.7,54000,1170.0,113.0,94.0,628
58761,Nc,4.1,54000,1360.0,109.0,91.0,858
58762,Oh,5.1,56000,1220.0,84.0,69.0,110
58763,Ca,5.1,75000,1570.0,164.0,134.0,229
58764,Ca,5.1,75000,1690.0,166.0,138.0,411
58765,Mi,5.3,57000,1230.0,95.0,77.0,109
58766,Ny,5.1,72000,1640.0,127.0,101.0,582
58767,Tx,4.6,61000,1600.0,109.0,87.0,913
58768,Ca,5.2,75000,1780.0,157.0,138.0,433
58769,Nc,4.5,54000,1280.0,111.0,87.0,100
58770,Va,3.5,74000,1720.0,127.0,110.0,998
58771,Ca,5.3,75000,1730.0,154.0,117.0,489
58772,Tx,4.1,61000,1440.0,113.0,93.0,994
58773,Wa,4.5,78000,1640.0,157.0,127.0,930
58774,Nj,4.9,82000,1970.0,138.0,118.0,844
58775,Wi,4.1,60000,1440.0,94.0,73.0,985
58776,Il,4.9,65000,1620.0,98.0,77.0,573
58777,Ny,5.5,72000,1640.0,148.0,119.0,444
58778,Ga,3.6,58000,1670.0,103.0,89.0,214
58779,Va,3.5,74000,1730.0,126.0,99.0,194
58780,Fl,4.8,55000,1160.0,119.0,90.0,528
58781,Az,4.2,58000,1570.0,115.0,95.0,720
58782,Oh,4.7,56000,1500.0,96.0,79.0,184
58783,Ny,4.9,72000,1670.0,142.0,116.0,129
58784,Fl,4.5,55000,1290.0,124.0,106.0,586
58785,Oh,4.9,56000,1350.0,91.0,75.0,438
58786,Mi,5.4,57000,1470.0,95.0,86.0,946
58787,Nj,5.1,82000,1740.0,137.0,115.0,371
58788,Fl,4.7,55000,1420.0,115.0,99.0,495
58789,Tx,4.8,61000,1560.0,103.0,82.0,555
58790,Tx,4.3,61000,1440.0,104.0,87.0,332
58791,Nc,4.4,54000,1500.0,111.0,83.0,853
58792,Tx,4.8,61000,1440.0,102.0,87.0,665
58793,Nc,4.1,54000,1380.0,107.0,88.0,173
58794,Md,4.2,84000,2080.0,130.0,114.0,381
58795,Wi,4.1,60000,1360.0,99.0,80.0,585
58796,Ca,5.3,75000,1800.0,149.0,122.0,639
58797,Ca,5.5,75000,2200.0,159.0,118.0,129
58798,Ca,5.6,75000,2010.0,160.0,125.0,620
58799,Fl,5.0,55000,1280.0,113.0,92.0,815
58800,Il,4.9,65000,1430.0,99.0,92.0,921
58801,Tn,3.7,53000,1130.0,112.0,93.0,726
58802,Md,4.2,84000,2060.0,133.0,111.0,521
58803,Tx,4.6,61000,1360.0,107.0,93.0,440
58804,Mi,5.2,57000,1170.0,97.0,80.0,811
58805,Tx,3.8,61000,1650.0,102.0,88.0,493
58806,Ga,4.0,58000,1450.0,100.0,83.0,748
58807,Tn,3.7,53000,1200.0,109.0,100.0,840
58808,Nj,5.5,82000,1600.0,130.0,110.0,848
58809,Pa,4.8,61000,1600.0,91.0,81.0,125
58810,Tx,4.5,61000,1270.0,108.0,92.0,339
58811,Nj,5.0,82000,2160.0,129.0,114.0,280
58812,Fl,4.8,55000,1380.0,112.0,86.0,820
58813,Va,4.0,74000,1670.0,120.0,106.0,908
58814,Il,5.1,65000,1440.0,95.0,86.0,235
58815,Va,3.5,74000,1720.0,115.0,99.0,787
58816,Ny,4.9,72000,1650.0,141.0,116.0,227
58817,Fl,5.1,55000,1340.0,117.0,91.0,598
58818,Fl,4.7,55000,1410.0,109.0,92.0,470
58819,Ca,5.1,75000,2050.0,161.0,125.0,129
58820,Wa,5.2,78000,1950.0,147.0,123.0,492
58821,Oh,4.8,56000,1550.0,84.0,76.0,297
58822,Mi,5.4,57000,1440.0,90.0,88.0,294
58823,Fl,4.6,55000,1250.0,111.0,91.0,703
58824,In,4.0,55000,1200.0,91.0,74.0,526
58825,Tn,3.9,53000,1270.0,106.0,82.0,924
58826,Wa,4.3,78000,1930.0,166.0,139.0,499
58827,In,4.4,55000,1190.0,89.0,81.0,552
58828,Ca,6.1,75000,1940.0,162.0,127.0,784
58829,Wa,4.9,78000,1510.0,153.0,129.0,656
58830,Az,4.2,58000,1610.0,116.0,84.0,481
58831,Ma,3.9,81000,1900.0,139.0,114.0,561
58832,Nj,5.0,82000,1850.0,133.0,112.0,727
58833,Oh,4.8,56000,1370.0,91.0,78.0,852
58834,Ny,5.7,72000,2280.0,144.0,114.0,224
58835,Fl,4.7,55000,1490.0,108.0,91.0,262
58836,Tx,4.5,61000,1440.0,100.0,85.0,581
58837,Oh,4.8,56000,1310.0,92.0,73.0,478
58838,Ca,5.3,75000,1910.0,155.0,133.0,104
58839,Il,5.0,65000,1450.0,94.0,82.0,584
58840,Fl,4.5,55000,1230.0,116.0,90.0,733
58841,Wa,5.1,78000,1930.0,145.0,118.0,263
58842,Fl,4.3,55000,1360.0,113.0,90.0,338
58843,Ca,5.4,75000,1760.0,169.0,136.0,184
58844,Tn,4.0,53000,1190.0,100.0,86.0,352
58845,Ny,5.0,72000,1740.0,131.0,106.0,219
58846,Il,5.5,65000,1860.0,101.0,91.0,971
58847,Il,5.2,65000,1750.0,103.0,95.0,343
58848,Ny,4.6,72000,1650.0,142.0,114.0,647
58849,Nj,4.8,82000,1830.0,133.0,109.0,588
58850,Nj,4.4,82000,1550.0,135.0,116.0,466
58851,Pa,4.4,61000,1240.0,95.0,93.0,423
